fighter_id,fighter_url,first_name,last_name,full_name,nickname,height_raw,weight_raw,reach_raw,stance,dob_raw,record_raw,profile_SLpM,profile_str_acc,profile_SApM,profile_str_def,profile_TD_avg,profile_TD_acc,profile_TD_def,profile_sub_avg,scraped_at
c169545ab0825f44,http://ufcstats.com/fighter-details/c169545ab0825f44,Geane,9-3-0,Geane Herrera Record: 9-3-0,,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",9-3-0,1.51,0.31,5.07,,0.83,0.37,0.38,0.6,2026-06-05T04:00:22.790317+00:00
2c1170b825f58e57,http://ufcstats.com/fighter-details/2c1170b825f58e57,Guangyou,5-4-1,Guangyou Ning Record: 5-4-1,,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",5-4-1,2.66,0.41,1.91,,1.09,0.5,0.62,0.3,2026-06-05T04:00:22.790317+00:00
5ea918ea81b7dee2,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,Yao,2-4-0,Yao Zhikui Record: 2-4-0,,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 07, 1991",2-4-0,1.44,0.21,2.82,,0.66,0.16,0.58,0.0,2026-06-05T04:00:22.790317+00:00
c0ab242c40decc55,http://ufcstats.com/fighter-details/c0ab242c40decc55,Ryan,23-5-0,Ryan Bader Record: 23-5-0,,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",23-5-0,2.82,0.43,1.39,,3.37,0.44,0.8,0.4,2026-06-05T04:00:22.790317+00:00
cc6f9d1e89f3449a,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,Manvel,NC),Manvel Gamburyan Record: 15-10-0 (1 NC),,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",15-10-0 (1 NC),2.13,0.41,2.83,,3.26,0.34,0.69,0.7,2026-06-05T04:00:22.790317+00:00
0e21976afc92e4d1,http://ufcstats.com/fighter-details/0e21976afc92e4d1,Magnus,14-5-0,Magnus Cedenblad Record: 14-5-0,,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",14-5-0,2.38,0.51,3.02,,2.87,0.64,0.66,1.0,2026-06-05T04:00:22.790317+00:00
3dd92ff9fb0412b3,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,Ali,15-6-0,Ali Bagautinov Record: 15-6-0,,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",15-6-0,2.85,0.42,3.09,,2.51,0.36,0.65,0.3,2026-06-05T04:00:22.790317+00:00
1536a25e16fc299b,http://ufcstats.com/fighter-details/1536a25e16fc299b,Anna,3-2-0,Anna Elmose Record: 3-2-0,,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",3-2-0,3.68,0.49,4.64,,0.0,0.0,0.33,0.0,2026-06-05T04:00:22.790317+00:00
072a10e85f7d4bff,http://ufcstats.com/fighter-details/072a10e85f7d4bff,Milana,11-6-0,Milana Dudieva Record: 11-6-0,,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",11-6-0,0.87,0.31,3.43,,2.34,0.45,0.0,0.0,2026-06-05T04:00:22.790317+00:00
dd4c16777fb2ccf9,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,Heather,7-6-0,Heather Clark Record: 7-6-0,,"5' 6""",115 lbs.,"64""",Orthodox,"Sep 19, 1980",7-6-0,3.69,0.49,5.62,,0.33,0.04,0.8,0.3,2026-06-05T04:00:22.790317+00:00
af62f99eb7606308,http://ufcstats.com/fighter-details/af62f99eb7606308,Erik,17-6-0,Erik Perez Record: 17-6-0,,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",17-6-0,3.16,0.4,2.09,,3.16,0.55,0.69,0.2,2026-06-05T04:00:22.790317+00:00
8163cd7de0342652,http://ufcstats.com/fighter-details/8163cd7de0342652,Erick,7-5-0,Erick Montano Record: 7-5-0,,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",7-5-0,2.79,0.44,2.06,,2.29,0.36,0.66,0.0,2026-06-05T04:00:22.790317+00:00
459e4dc69ec669b2,http://ufcstats.com/fighter-details/459e4dc69ec669b2,Jason,11-3-1,Jason Novelli Record: 11-3-1,,"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",11-3-1,1.73,0.24,3.55,,0.7,0.33,1.0,0.0,2026-06-05T04:00:22.790317+00:00
4665cbf36b08193b,http://ufcstats.com/fighter-details/4665cbf36b08193b,Chris,5-4-0,Chris Avila Record: 5-4-0,,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",5-4-0,2.37,0.3,4.17,,0.0,0.0,0.46,0.0,2026-06-05T04:00:22.790317+00:00
1ccf4e7caff270df,http://ufcstats.com/fighter-details/1ccf4e7caff270df,Dan,32-15-0,Dan Henderson Record: 32-15-0,,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",32-15-0,2.44,0.47,2.7,,1.52,0.52,0.57,0.3,2026-06-05T04:00:22.790317+00:00
ff6a1f63c254127e,http://ufcstats.com/fighter-details/ff6a1f63c254127e,Albert,18-4-0,Albert Tumenov Record: 18-4-0,,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",18-4-0,3.76,0.42,3.34,,0.2,0.2,0.75,0.0,2026-06-05T04:00:22.790317+00:00
fb41432b622992a9,http://ufcstats.com/fighter-details/fb41432b622992a9,Lukasz,13-3-0,Lukasz Sajewski Record: 13-3-0,,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",13-3-0,2.06,0.35,3.88,,1.01,0.25,0.66,0.0,2026-06-05T04:00:22.790317+00:00
eff47295daf721a6,http://ufcstats.com/fighter-details/eff47295daf721a6,Tamdan,14-5-0,Tamdan McCrory Record: 14-5-0,,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",14-5-0,2.07,0.49,1.6,,2.28,0.5,0.33,2.5,2026-06-05T04:00:22.790317+00:00
5713c1d2fac539ac,http://ufcstats.com/fighter-details/5713c1d2fac539ac,Cody,12-3-0,Cody East Record: 12-3-0,,"6' 3""",245 lbs.,--,Orthodox,"Jun 29, 1988",12-3-0,4.15,0.43,7.32,,3.97,1.0,0.16,0.0,2026-06-05T04:00:22.790317+00:00
9c42a0de8e012870,http://ufcstats.com/fighter-details/9c42a0de8e012870,Kelly,4-2-0,Kelly Faszholz Record: 4-2-0,,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4-2-0,4.01,0.48,3.61,,0.0,0.0,0.44,0.0,2026-06-05T04:00:22.790317+00:00
8349d55cdecd393a,http://ufcstats.com/fighter-details/8349d55cdecd393a,Antonio,19-12-1,Antonio Silva Record: 19-12-1,,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",19-12-1,2.89,0.45,3.09,,0.82,0.29,0.66,0.8,2026-06-05T04:00:22.790317+00:00
4b8fb0453a596b8e,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,Hector,17-10-1,Hector Urbina Record: 17-10-1,,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",17-10-1,0.97,0.38,2.44,,0.0,0.0,0.38,3.8,2026-06-05T04:00:22.790317+00:00
00a3ff40c4b2cf21,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,Glaico,15-5-0,Glaico Franca Moreira Record: 15-5-0,,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",15-5-0,2.35,0.42,3.46,,2.68,0.42,0.76,0.3,2026-06-05T04:00:22.790317+00:00
